Method,Trial,Coordination_Efficiency,Resource_Utilization,Scalability_Index,Communication_Overhead,Network_Size
H_MAPPO_Ours,12,0.9087636754480843,67.77772062066576,0.955678050354482,Medium,1000
H_MAPPO_Ours,13,0.8211398361634535,69.29164000520203,0.9423994720416632,Medium,1000
H_MAPPO_Ours,14,0.8145948982085122,71.34509349619924,0.9424337705633002,Medium,100
H_MAPPO_Ours,15,0.873765245327109,64.89471901946696,0.9304815368813978,Medium,200
H_MAPPO_Ours,16,0.8602728234284499,69.29775623769669,0.9623009223955771,Medium,1000
H_MAPPO_Ours,17,0.8620092941570157,71.91457807813367,0.922123241101589,Medium,1000
H_MAPPO_Ours,18,0.8732431076745933,70.88950044630234,0.9819636409398684,Medium,100
H_MAPPO_Ours,19,0.905243068309705,69.58987875707454,0.9364114237856965,Medium,1000
H_MAPPO_Ours,20,0.8355299686360813,74.33962613066925,0.9205448792252506,Medium,500
H_MAPPO_Ours,21,0.8508002975919219,70.54228660370478,0.9476652739720677,Medium,100
H_MAPPO_Ours,22,0.8690966985151517,70.43009625138679,0.9395124330914264,Medium,2000
H_MAPPO_Ours,23,0.8966340708504169,72.29190772051201,0.9731129794170611,Medium,500
H_MAPPO_Ours,24,0.8562766536078544,67.08793665767357,0.9386024830385614,Medium,500
H_MAPPO_Ours,25,0.8556318304750498,66.66106044522911,0.9692096154406136,Medium,200
H_MAPPO_Ours,26,0.8481995553450485,64.93256617982,0.9462935168640019,Medium,500
H_MAPPO_Ours,27,0.8393470814086438,67.19759147245746,0.9306672877399624,Medium,500
H_MAPPO_Ours,28,0.8291360117687251,65.61062709445639,0.9104401276987385,Medium,200
H_MAPPO_Ours,29,0.8689027348526586,72.11442023810908,0.9766399420791151,Medium,100
H_MAPPO_Ours,30,0.8528189127232277,70.05389190734907,0.9458924304130915,Medium,1000
