Scenario,Method,Trial,Detection_Rate,Response_Time,Success_Rate
APT,Single_Agent_PPO,39,86.56408130504562,65.8046341167497,83.04551957969132
APT,Single_Agent_PPO,40,86.32214878600577,106.41442627763215,81.53540442817211
APT,Single_Agent_PPO,41,84.98505544307766,24.073855366565866,85.52289134132617
APT,Single_Agent_PPO,42,84.55185290646908,93.92100401512327,88.3300691585186
APT,Single_Agent_PPO,43,85.6240879107396,46.91957095256306,87.4550270230424
APT,Single_Agent_PPO,44,85.88995026490372,91.86309222770889,85.69712325203966
APT,Single_Agent_PPO,45,83.77242879558027,46.44488506678541,87.99896744489993
APT,Single_Agent_PPO,46,84.6170107018118,103.63352770325513,86.36536953315199
APT,Single_Agent_PPO,47,81.74179818984338,74.19320817168385,85.43863695507191
APT,Single_Agent_PPO,48,85.2416381987792,107.83686676174266,84.4364089764637
APT,Single_Agent_PPO,49,81.68418853863054,51.98361417861458,84.687939000357
APT,Single_Agent_PPO,50,84.55038188247984,103.96637474436781,85.33626187425759
APT,Independent_Learning,1,82.95197885255644,55.01110314273145,83.31608240198483
APT,Independent_Learning,2,79.33920878512578,60.33285763676954,80.46038080334024
APT,Independent_Learning,3,81.33627445331052,95.68352951771959,85.19996091378312
APT,Independent_Learning,4,80.18825913517122,29.45066932198068,82.52015774764045
APT,Independent_Learning,5,82.20322949092079,40.088064842164954,82.15457268431024
APT,Independent_Learning,6,82.36405624845082,94.09321097603338,81.08759956031214
APT,Independent_Learning,7,79.75802128453988,19.684547813494905,82.52228029698156
APT,Independent_Learning,8,80.70122921126676,54.37328284377455,80.433007457946
APT,Independent_Learning,9,83.74002823233113,14.149785032243178,81.87497149135984
APT,Independent_Learning,10,82.7530248465533,11.548483059709534,84.13600322439075
APT,Independent_Learning,11,81.05559678831342,30.9634380934445,85.70236601141995
APT,Independent_Learning,12,81.36469230468879,37.37054351634701,79.78454732454915
APT,Independent_Learning,13,81.82113429604833,24.1823880471133,80.57681800927473
APT,Independent_Learning,14,80.81232770216617,28.37222059951403,84.08111389075526
APT,Independent_Learning,15,82.86490335620425,41.99105709904352,80.79482119540543
APT,Independent_Learning,16,82.01947328076402,47.16186663287262,79.6320140488284
APT,Independent_Learning,17,86.05709519965679,47.70061231833159,78.04725600860988
APT,Independent_Learning,18,83.45217798779085,30.726863727995635,81.20413810988117
APT,Independent_Learning,19,85.4794857126472,54.373080895123785,80.86592619158345
APT,Independent_Learning,20,82.62683496705056,24.432635405890082,85.49394936956053
APT,Independent_Learning,21,82.1000144020078,28.588321607916182,79.64374457913611
APT,Independent_Learning,22,80.84532383860287,14.10997704618548,84.45615705019053
APT,Independent_Learning,23,83.12317501556639,68.82067776132246,81.22352673328865
APT,Independent_Learning,24,86.92977477809826,82.81669074216842,84.24532010094117
APT,Independent_Learning,25,82.12940847547488,85.87247232151687,81.97170445596309
APT,Independent_Learning,26,81.02876919431164,70.20106232018182,83.27704820546715
APT,Independent_Learning,27,81.44634247922416,86.4711232143,82.48470287517692
APT,Independent_Learning,28,81.43262072736424,82.78310336997943,81.06360855967415
APT,Independent_Learning,29,81.67812744912024,76.61977706164046,80.94725331241906
APT,Independent_Learning,30,84.14043672987634,21.540566059010665,85.16089638835217
APT,Independent_Learning,31,82.15360387404337,22.541380795267273,81.31816621568665
APT,Independent_Learning,32,83.08390387574899,31.972432476099435,83.12411929912919
APT,Independent_Learning,33,82.1511258292947,32.18405089804084,84.72589350773998
APT,Independent_Learning,34,81.93801989251625,14.334627839142552,80.69765654306649
APT,Independent_Learning,35,81.27672847388797,112.64367791170652,82.33125482916113
APT,Independent_Learning,36,82.24611991700574,83.87964457117253,82.42951074226906
APT,Independent_Learning,37,84.67476467972315,83.5924123551804,80.20239371240027
APT,Independent_Learning,38,82.68593086720239,66.28758816611247,83.00030376559316
APT,Independent_Learning,39,82.18537864747971,38.148131302573134,81.38840429104543
APT,Independent_Learning,40,82.83025149906913,42.56243965814823,88.24471909089635
APT,Independent_Learning,41,81.62938305700084,29.217198983992997,82.50413465239144
APT,Independent_Learning,42,83.50492433953262,98.17557129594921,82.70652445200308
APT,Independent_Learning,43,81.3568103297165,20.449831736363834,85.3249420885484
APT,Independent_Learning,44,82.32368943567609,103.71985975819369,81.68778667354589
APT,Independent_Learning,45,81.82497101200573,49.32801446615188,81.25385675778446
APT,Independent_Learning,46,80.36636242767422,106.6323091137221,83.36384959500771
APT,Independent_Learning,47,84.598714820463,30.1156362334007,84.32576259119263
APT,Independent_Learning,48,79.18164398192147,39.90163998252092,85.28989989499028
APT,Independent_Learning,49,80.09704447626453,97.98890066438452,84.86617985697067
APT,Independent_Learning,50,80.71005231671818,22.436221201541073,79.42619995519865
APT,Standard_MAPPO,1,88.52695905188666,113.671368679989,88.04405855625664
APT,Standard_MAPPO,2,89.53863113213325,74.98253332893724,90.4472547264056
APT,Standard_MAPPO,3,89.42870091890673,29.938661659103232,85.84844003143131
APT,Standard_MAPPO,4,87.67099850852982,13.16978525283437,89.99244456049246
APT,Standard_MAPPO,5,87.5535052415671,117.07890382479061,85.19985603559627
APT,Standard_MAPPO,6,90.99995393244086,22.423122731114415,91.99266750906133
APT,Standard_MAPPO,7,88.30946534206643,38.777415395133886,89.02459034307944
APT,Standard_MAPPO,8,87.78001717913315,84.57218131221808,91.57226087927626
APT,Standard_MAPPO,9,88.91616950852554,72.15134482561305,86.093593436519
APT,Standard_MAPPO,10,90.91162457738234,47.213070594526556,88.28779368396634
APT,Standard_MAPPO,11,86.39499645111243,20.47663522968642,88.25070930022852
APT,Standard_MAPPO,12,88.1026949567785,48.0324436203254,87.41468736529582
APT,Standard_MAPPO,13,88.03940999492146,102.2936323352766,86.93600620481504
APT,Standard_MAPPO,14,84.5432803541726,16.002272675044345,86.57207744871677
APT,Standard_MAPPO,15,88.15587895965228,103.37301322536008,87.78388058268952
APT,Standard_MAPPO,16,90.50770424606242,18.235176672468327,85.46326189370501
APT,Standard_MAPPO,17,87.58786824609112,116.71595536617401,88.77788723258678
APT,Standard_MAPPO,18,89.71192120008075,80.7649046305577,89.14168024981672
APT,Standard_MAPPO,19,87.79865482048373,60.500405422305874,89.53589937779536
APT,Standard_MAPPO,20,89.21769611628365,104.2248146595819,86.63151605163
APT,Standard_MAPPO,21,87.98723783056163,64.71106828731511,89.028261216101
APT,Standard_MAPPO,22,88.30172172043928,55.35724024431044,87.93553035177075
APT,Standard_MAPPO,23,88.67412488111967,19.998510160268545,88.6870548033585
APT,Standard_MAPPO,24,87.04693836974924,43.505775391401336,87.00794261970462
APT,Standard_MAPPO,25,87.68020061507214,83.86218078570717,88.62870168422494
APT,Standard_MAPPO,26,90.05664553781386,15.970273463612461,88.11672460939221
APT,Standard_MAPPO,27,88.97963789444427,71.6165929616675,90.86998051226416
APT,Standard_MAPPO,28,87.46035180259771,82.28839270742536,87.1525804890425
APT,Standard_MAPPO,29,88.54312561256612,93.52519461870288,87.73835183789046
APT,Standard_MAPPO,30,88.9420651617665,101.28722741978413,90.49900542177112
APT,Standard_MAPPO,31,89.91551814471593,67.41835952645495,88.33167283249426
APT,Standard_MAPPO,32,88.56386281500376,28.057090447592994,88.11525713786122
APT,Standard_MAPPO,33,90.21371469306129,89.37150049964475,91.1537565446745
APT,Standard_MAPPO,34,90.31269564907166,30.629774058476368,90.4107711018483
APT,Standard_MAPPO,35,90.05682445384308,60.27506091222878,87.85170310273386
APT,Standard_MAPPO,36,89.16733353909025,21.85423220162412,85.58484251654401
APT,Standard_MAPPO,37,85.75473831414718,102.12128612351115,91.04010502046603
APT,Standard_MAPPO,38,86.51148151369182,59.555505665486045,86.87859812625227
APT,Standard_MAPPO,39,86.6590954558426,24.809961587369607,84.50259106904983
APT,Standard_MAPPO,40,86.85584512840951,15.342876619509573,88.71809728587188
APT,Standard_MAPPO,41,91.33240222683835,63.12251598895189,87.18920871446561
APT,Standard_MAPPO,42,85.323562517804,29.49226823523601,88.46407686364596
APT,Standard_MAPPO,43,86.56087198488154,24.121996025673557,87.16557534566984
APT,Standard_MAPPO,44,87.15555762204843,107.09654499145458,90.46088511902008
APT,Standard_MAPPO,45,87.22227412424192,117.74508362255473,88.64910636427378
APT,Standard_MAPPO,46,90.8962212282649,40.09554679517224,86.99074027262179
APT,Standard_MAPPO,47,92.57797238095488,59.81302766895034,87.49615488561567
APT,Standard_MAPPO,48,89.73532676272873,87.00157133868376,90.23387512334018
APT,Standard_MAPPO,49,88.68750505062229,87.16437414481234,87.01455931090412
APT,Standard_MAPPO,50,90.21645929118459,112.90632852087893,86.27789253939885
APT,TFP_Baseline,1,86.42430441795997,78.6584348125927,86.10885222050109
APT,TFP_Baseline,2,86.7517919706392,83.96110843564487,88.88128981159811
APT,TFP_Baseline,3,89.25884721420462,115.41590980857161,86.76087929795942
APT,TFP_Baseline,4,84.79128501418526,45.46195371552407,87.02468023559527
APT,TFP_Baseline,5,88.14620099641094,62.84069146296895,88.33612714630115
APT,TFP_Baseline,6,85.09062392726128,55.9225726438074,85.82613226629447
APT,TFP_Baseline,7,87.06145433517072,41.452077824789995,83.26232116899261
APT,TFP_Baseline,8,88.66491181353138,67.50029848301224,84.12323978102265
APT,TFP_Baseline,9,87.93005626273637,83.7279596643636,87.27723109545502
APT,TFP_Baseline,10,87.87348332370308,27.702893377755302,90.26743983319462
APT,TFP_Baseline,11,86.84020291864007,102.33199959116884,88.57900393318963
APT,TFP_Baseline,12,86.64253074221428,92.89533428496814,85.54243618147015
APT,TFP_Baseline,13,89.79481626668422,21.272800697177427,87.83953541320604
APT,TFP_Baseline,14,88.76192179635676,105.13256337250628,84.68115843202261
APT,TFP_Baseline,15,87.0082435124369,36.13550198228249,84.53562654177887
APT,TFP_Baseline,16,87.67457364014756,41.64025199579423,83.60119945538234
APT,TFP_Baseline,17,85.34599921398816,52.631011350618934,83.174093828543
APT,TFP_Baseline,18,91.04222016354484,44.39193789840976,85.63367322188965
APT,TFP_Baseline,19,86.87054816162306,37.647524120953626,86.99606032706734
APT,TFP_Baseline,20,85.20086745524647,105.71299015534686,84.70525444962418
APT,TFP_Baseline,21,88.69099654753221,87.50919757820665,83.24036855663022
APT,TFP_Baseline,22,85.59090247157569,70.12766503713655,84.41544660397341
APT,TFP_Baseline,23,85.03331662297327,116.07188054386339,85.00693831404088
APT,TFP_Baseline,24,86.84309783735037,85.09247368716886,88.30216579520207
APT,TFP_Baseline,25,87.45751587613356,66.52315380520312,88.24020559668772
APT,TFP_Baseline,26,85.96261011884216,71.22584826548663,88.5751960293015
APT,TFP_Baseline,27,88.45933038462809,38.05177629456642,89.03167062933166
APT,TFP_Baseline,28,85.95616481648896,27.028626757811487,89.85108285486149
APT,TFP_Baseline,29,87.85308274470974,15.594098531474945,88.551917290407
APT,TFP_Baseline,30,88.98982453530252,82.8079232061433,85.96002962795487
APT,TFP_Baseline,31,85.14743812018604,49.38941469801133,87.2547471484052
APT,TFP_Baseline,32,87.37840595535314,34.19582169703132,85.39051004417968
APT,TFP_Baseline,33,87.32754101799112,65.56543855019476,87.78764112802943
APT,TFP_Baseline,34,85.4921434622205,20.11401093329731,88.35097210925052
APT,TFP_Baseline,35,87.28703333470779,46.50718663943796,88.46294692558926
APT,TFP_Baseline,36,86.42464045171933,92.79212585099685,88.17744967981729
APT,TFP_Baseline,37,82.13110637906271,100.60572410177224,85.81464077761815
APT,TFP_Baseline,38,87.29807948689945,83.58323147938253,87.06854443970502
APT,TFP_Baseline,39,84.03665552725431,77.50712067668738,88.5511815315368
APT,TFP_Baseline,40,84.35587828590629,85.08064968453807,83.61484171942855
APT,TFP_Baseline,41,85.66096833873294,113.94864374750213,91.11592224098585
APT,TFP_Baseline,42,85.6905474255148,41.11118937073372,88.7385061661146
APT,TFP_Baseline,43,89.46593827703299,51.24538463781771,85.13498739141099
APT,TFP_Baseline,44,87.63076943522972,14.823682700155192,85.04634474262464
APT,TFP_Baseline,45,87.88731778459659,66.52841701401769,86.31985215190858
APT,TFP_Baseline,46,87.96030887927405,115.1903827120739,86.71299020652098
APT,TFP_Baseline,47,86.92319588800027,17.201900431409193,87.04265972946187
APT,TFP_Baseline,48,85.85925778637055,105.14459412838943,84.07573076135324
APT,TFP_Baseline,49,86.47547444176571,69.15296354265774,87.5295054547355
APT,TFP_Baseline,50,85.89985097163039,95.27274145093673,81.87008924336132
APT,H_MAPPO_Ours,1,94.04845897353759,92.15799082416883,92.4257971769311
APT,H_MAPPO_Ours,2,97.14561863834025,46.48869130140166,98.02437387621006
APT,H_MAPPO_Ours,3,96.62720773280769,97.36362656734794,96.54916053508525
APT,H_MAPPO_Ours,4,94.3670610958376,35.041019843582234,95.26625413939655
APT,H_MAPPO_Ours,5,96.11926525216862,79.32389910883667,98.17914689755173
APT,H_MAPPO_Ours,6,95.9472826197174,84.0628605560484,96.3508054837514
APT,H_MAPPO_Ours,7,94.10293843703698,78.01842948016623,95.57805612055174
APT,H_MAPPO_Ours,8,96.27455009812807,87.09702345213023,93.5471405960832
APT,H_MAPPO_Ours,9,99.28957543216288,21.67490960569698,98.22096137486821
APT,H_MAPPO_Ours,10,96.4918300397755,19.5155743581572,94.55153189035336
APT,H_MAPPO_Ours,11,96.35422985797203,53.46245840514794,94.06385134956872
APT,H_MAPPO_Ours,12,95.29547904247015,68.68145401913844,94.28037979915379
APT,H_MAPPO_Ours,13,97.17815343794926,97.72330741168125,97.70547295935548
APT,H_MAPPO_Ours,14,92.54817531972904,25.848309120433143,94.76132904200995
APT,H_MAPPO_Ours,15,94.7336731578775,97.45188344557052,92.22249238197165
APT,H_MAPPO_Ours,16,96.01220473725962,114.4411613883564,94.28337840322908
APT,H_MAPPO_Ours,17,94.39794241502335,23.555867482684892,95.3600441341036
APT,H_MAPPO_Ours,18,98.2203348214182,69.08672534099071,96.28516098299522
APT,H_MAPPO_Ours,19,97.40848021942834,92.31262454060727,95.64243111702655
APT,H_MAPPO_Ours,20,97.3317819636226,55.39199456288727,95.15418101316898
APT,H_MAPPO_Ours,21,95.10619595778346,27.704979332083454,94.29693972621705
APT,H_MAPPO_Ours,22,96.7194902573232,31.375883688095797,99.93128908348804
APT,H_MAPPO_Ours,23,97.32443813306249,103.74762405442233,99.45793859572065
APT,H_MAPPO_Ours,24,98.27092464343404,119.37443554679767,92.46835076112328
APT,H_MAPPO_Ours,25,94.36112651877103,41.97179342720939,96.80878939841207
APT,H_MAPPO_Ours,26,96.82183171134423,89.81481830675543,96.57349666474036
APT,H_MAPPO_Ours,27,94.85978282268329,24.103666125554675,96.34413458203451
APT,H_MAPPO_Ours,28,95.81457144746871,78.14673548697662,95.4389569223809
APT,H_MAPPO_Ours,29,97.261853174948,59.57105760364285,95.1729689702945
APT,H_MAPPO_Ours,30,95.2460808511205,74.2586926129717,95.05946639621197
APT,H_MAPPO_Ours,31,94.89116016945457,44.796647544596205,95.43762224167689
APT,H_MAPPO_Ours,32,96.06709167027138,37.07926524000325,96.28570283193726
APT,H_MAPPO_Ours,33,96.63802764505287,57.97364726986573,99.42952585270477
APT,H_MAPPO_Ours,34,96.63213725055282,90.62700753265563,95.29346712501786
APT,H_MAPPO_Ours,35,97.40375102464102,49.46157623249564,94.6521726259878
APT,H_MAPPO_Ours,36,95.55109837745569,29.334717698474787,98.58102152178795
APT,H_MAPPO_Ours,37,93.9421259514033,104.45850209078792,93.81510902411569
APT,H_MAPPO_Ours,38,97.38923440316307,38.95581156529416,98.11675751745172
APT,H_MAPPO_Ours,39,96.65208638034451,18.29399524727143,95.67750216166817
APT,H_MAPPO_Ours,40,97.97223089810936,13.431365410914001,96.4778744663729
APT,H_MAPPO_Ours,41,94.86909950428796,74.90399430247898,95.19681095399311
APT,H_MAPPO_Ours,42,97.77998400910096,69.78162563099303,94.79341014583727
APT,H_MAPPO_Ours,43,97.89548457148496,95.2716962721171,96.1819345391395
APT,H_MAPPO_Ours,44,95.49067673719905,94.9359327916509,97.26170009546041
APT,H_MAPPO_Ours,45,96.06913837989981,61.117125638749805,94.5505320495137
APT,H_MAPPO_Ours,46,94.69502590747447,65.2383996633074,96.06853755649638
APT,H_MAPPO_Ours,47,94.68152445881807,98.71940626206883,92.88776521335333
APT,H_MAPPO_Ours,48,95.51879648521974,66.55503485680204,95.40897686314452
APT,H_MAPPO_Ours,49,95.31078060033457,114.35830147742762,96.61660951719416
APT,H_MAPPO_Ours,50,94.08149270514562,90.95117897183069,91.78507985283309
Insider_Threat,Rule_Based,1,72.79343588779123,34.07010289849312,74.39508836370177
Insider_Threat,Rule_Based,2,73.66111283815574,50.63787039922218,74.25590278401515
Insider_Threat,Rule_Based,3,75.18427564688085,109.84987018302567,74.56175828389667
Insider_Threat,Rule_Based,4,73.11291272432972,60.01077947743772,75.92429868547404
Insider_Threat,Rule_Based,5,78.23373508839316,45.647822107037534,75.81536053284368
Insider_Threat,Rule_Based,6,73.67811094082184,101.26118712190154,71.87396091899109
Insider_Threat,Rule_Based,7,74.79613351008064,69.87850682972086,72.85352584874119
Insider_Threat,Rule_Based,8,75.20574703467071,50.182645579015244,76.78548988487798
Insider_Threat,Rule_Based,9,72.57366826755872,66.83291873093326,71.07988598723503
Insider_Threat,Rule_Based,10,71.86776870898001,66.80089603843274,77.25814580537356
Insider_Threat,Rule_Based,11,72.38245986797529,63.554771894159316,77.4108933918327
Insider_Threat,Rule_Based,12,72.17060238220526,65.20206829178159,74.50544177348279
Insider_Threat,Rule_Based,13,74.77984757289897,18.479704831537155,75.12231484821008
Insider_Threat,Rule_Based,14,73.55839158621502,30.559624338964436,73.11865171815585
Insider_Threat,Rule_Based,15,72.65463637310683,23.01632451058969,76.62103923990334
Insider_Threat,Rule_Based,16,74.53735180628154,89.2281224762444,77.82395561607925
Insider_Threat,Rule_Based,17,72.49910310401724,33.177434615693976,74.46456715812833
Insider_Threat,Rule_Based,18,75.70275472507856,12.469064196972049,77.41261425748743
Insider_Threat,Rule_Based,19,76.08667753470007,27.72420544042918,74.89914063803508
Insider_Threat,Rule_Based,20,73.9087540675119,72.9496229153511,73.78885836893046
Insider_Threat,Rule_Based,21,75.28866724290704,29.80412935339268,74.732007925706
Insider_Threat,Rule_Based,22,76.15937006413856,71.99651725693417,73.49831292178268
Insider_Threat,Rule_Based,23,76.57552644182705,82.7919568892074,74.57226035531055
Insider_Threat,Rule_Based,24,74.0674702040584,59.41236977814024,75.02823397912022
Insider_Threat,Rule_Based,25,77.21162054221348,28.76234623886659,74.01760807884271
Insider_Threat,Rule_Based,26,75.18343251486766,97.40776772864963,71.82771025743328
Insider_Threat,Rule_Based,27,74.60713484882038,82.56136250636384,73.05486754235757
Insider_Threat,Rule_Based,28,73.98065174405804,47.693840201636505,77.39667267409962
Insider_Threat,Rule_Based,29,72.28038439781493,35.279516589665775,74.9703547229232
Insider_Threat,Rule_Based,30,73.65917893295398,32.258340399699264,74.83202079701667
Insider_Threat,Rule_Based,31,75.32933642863732,56.17745139387667,72.3702851087318
Insider_Threat,Rule_Based,32,74.59827145715732,62.34561040384251,74.92667645682197
Insider_Threat,Rule_Based,33,73.88203345485609,96.22550583226453,73.82742360522747
Insider_Threat,Rule_Based,34,73.45011884769642,63.0465028623729,74.17908223204297
Insider_Threat,Rule_Based,35,75.5935627210393,101.02739565172809,76.18686881600175
Insider_Threat,Rule_Based,36,76.26625334757881,81.41549086171872,72.11707331694868
Insider_Threat,Rule_Based,37,72.77095419642323,14.778211167012962,73.93438694597653
Insider_Threat,Rule_Based,38,73.13583579581127,98.25302156085951,73.9310280031187
Insider_Threat,Rule_Based,39,74.56153372547816,74.79528947553271,72.30055540286176
Insider_Threat,Rule_Based,40,74.06272856698203,86.63783634732134,70.81844648286197
Insider_Threat,Rule_Based,41,74.85736158213817,62.48553607049941,74.81778822606564
Insider_Threat,Rule_Based,42,74.5256031042134,41.15933348098514,78.13529026350882
Insider_Threat,Rule_Based,43,75.29920553733156,30.79231150896578,72.76656769229247
Insider_Threat,Rule_Based,44,73.52782662989229,73.57858603804908,70.78532853467293
Insider_Threat,Rule_Based,45,74.33306812711663,82.00007328835171,74.36211446419124
Insider_Threat,Rule_Based,46,73.70182911548342,49.849676875204985,72.58877971539349
Insider_Threat,Rule_Based,47,75.42682898104951,37.899599885518235,76.59977702077848
Insider_Threat,Rule_Based,48,75.16483008998915,50.22085038801189,72.54103482208299
Insider_Threat,Rule_Based,49,73.83759594529049,93.04690906708167,77.1828080355165
Insider_Threat,Rule_Based,50,71.95538632449193,63.07145327075687,76.01521938491616
Insider_Threat,Single_Agent_PPO,1,77.79162822620313,37.9155409986966,80.95272483031596
Insider_Threat,Single_Agent_PPO,2,78.6196848641519,87.60440687681937,80.82248781293724
Insider_Threat,Single_Agent_PPO,3,78.83701775417448,82.52111340388234,75.18526343763142
Insider_Threat,Single_Agent_PPO,4,79.07759103517387,86.92425865245588,76.92458580750395
Insider_Threat,Single_Agent_PPO,5,79.6484873769274,54.061699706829515,80.28162110814071
Insider_Threat,Single_Agent_PPO,6,78.09924497077843,86.67631495969063,81.24891800897744
Insider_Threat,Single_Agent_PPO,7,78.86186145736349,116.10272765119691,77.9593681011904
